referencia;recorrencia;situacao;codigo_vendedor;tipo_faturamento;indice_reajuste;codigo_banco_conta;codigo_forma_pagamento;cnpj_cpf_cliente;servicos.referencia;observacao_fiscal;dia_vencimento;data_primeiro_vencimento;data_vigencia_inicial;data_vigencia_final;servicos.valor_unitario;;;;;;;;;;
135;1;1;1;0;0;2;5;82821216000182;8;CRECHE PROFESSOR ALDINO FETTER: 6 CANAIS;10;10/10/2024;01/02/2024;31/12/2024;101,84;;;;;;;;;;
136;1;1;1;0;0;2;5;82821216000182;8;ESCOLA PEDRO THEOBALDO RITTER: 6 CANAIS;10;10/10/2024;01/02/2024;31/12/2024;101,84;;;;;;;;;;
137;1;1;1;0;0;2;5;82821216000182;9;CENTRO DE EVENTOS DA RUA 1º DE MAIO: 8 CANAIS;10;10/10/2024;01/02/2024;31/12/2024;135,95;;;;;;;;;;
138;1;1;1;0;0;2;5;82821216000182;9;SECRETARIA DE OBRAS E AGRICULTURA: 8 CANAIS;10;10/10/2024;01/02/2024;31/12/2024;135,95;;;;;;;;;;
139;1;1;1;0;0;2;5;82821216000182;10;ESCOLA PADRE ALFREDO KASPER: 5 CANAIS;10;10/10/2024;01/02/2024;31/12/2024;85,40;;;;;;;;;;
140;1;1;1;0;0;2;5;95990230000151;16;;10;10/10/2024;01/02/2024;31/12/2024;475,00;;;;;;;;;;
141;1;1;1;0;0;2;5;95993077000116;16;;10;10/10/2024;01/02/2024;31/12/2024;499,65;;;;;;;;;;
142;1;1;1;0;0;2;5;17930934002500;17;;10;10/10/2024;01/01/2024;05/12/2024;850,00;;;;;;;;;;
145;1;1;1;0;0;2;5;09316885000107;19;;10;10/10/2024;01/08/2024;02/07/2025;750,00;;;;;;;;;;
146;1;1;1;0;0;2;5;10558263000174;19;;10;10/10/2024;01/02/2024;06/01/2025;750,00;;;;;;;;;;
149;1;1;1;0;0;2;5;24893649000147;19;;10;10/10/2024;01/04/2024;27/03/2025;823,73;;;;;;;;;;
151;1;1;1;0;0;2;5;04961189000130;19;;10;10/10/2024;01/04/2024;01/03/2025;750,00;;;;;;;;;;
152;1;1;1;0;0;2;5;00533641000101;19;;10;10/10/2024;01/02/2024;02/01/2025;789,88;;;;;;;;;;
153;1;1;1;0;0;2;5;10978121000166;19;;10;10/10/2024;01/04/2024;31/03/2025;877,73;;;;;;;;;;
154;1;1;1;0;0;2;5;02394406000121;19;;10;10/10/2024;01/04/2024;21/03/2025;958,51;;;;;;;;;;
155;1;1;1;0;0;2;5;78019312000134;19;;10;10/10/2024;01/02/2024;13/01/2025;883,40;;;;;;;;;;
156;1;1;1;0;0;2;5;01742697000139;19;;10;10/10/2024;01/02/2024;17/01/2025;784,65;;;;;;;;;;
159;1;1;1;0;0;2;5;24734770000126;19;;10;10/10/2024;01/02/2024;31/01/2025;730,38;;;;;;;;;;
161;1;1;1;0;0;2;5;02740012000188;19;;10;10/10/2024;01/03/2024;27/02/2025;750,00;;;;;;;;;;
162;1;1;1;0;0;2;5;95684775000130;19;;10;10/10/2024;01/04/2024;12/03/2025;899,22;;;;;;;;;;
163;1;1;1;0;0;2;5;72540487000106;19;;10;10/10/2024;01/02/2024;03/01/2025;830,00;;;;;;;;;;
164;1;1;1;0;0;2;5;00338899000157;19;;10;10/10/2024;01/02/2024;21/01/2025;905,00;;;;;;;;;;
165;1;1;1;0;0;2;5;01841417000140;19;;10;10/10/2024;01/02/2024;23/01/2025;881,54;;;;;;;;;;
166;1;1;1;0;0;2;5;01589918000180;19;;10;10/10/2024;01/04/2024;03/03/2025;899,22;;;;;;;;;;
168;1;1;1;0;0;2;5;76721562000196;19;;10;10/10/2024;01/04/2024;31/03/2025;897,60;;;;;;;;;;
169;1;1;1;0;0;2;5;12857727000179;19;;10;10/10/2024;01/04/2024;02/03/2025;863,38;;;;;;;;;;
170;1;1;1;0;0;2;5;01635079000190;19;;10;10/10/2024;01/01/2024;01/12/2024;826,91;;;;;;;;;;
176;1;1;1;0;0;2;5;03692474000130;19;;10;10/10/2024;01/04/2024;06/03/2025;750,00;;;;;;;;;;
179;1;1;1;0;0;2;5;76648500007028;17;;10;10/10/2024;01/01/2024;05/12/2024;850,00;;;;;;;;;;
180;1;1;1;0;0;2;5;75903880000962;17;;10;10/10/2024;01/01/2024;01/12/2024;1200,00;;;;;;;;;;
181;1;1;1;0;0;2;5;03063856004000;17;;10;10/10/2024;01/02/2024;01/01/2025;850,00;;;;;;;;;;
182;1;1;1;0;0;2;5;47949656005340;17;;10;10/10/2024;01/06/2024;01/05/2025;850,00;;;;;;;;;;
183;1;1;1;0;0;2;5;75661264004263;17;;10;10/10/2024;01/01/2024;31/12/2024;850,00;;;;;;;;;;
184;1;1;1;0;0;2;5;81588873003001;17;;10;10/10/2024;01/01/2024;01/12/2024;900,00;;;;;;;;;;
185;1;1;1;0;0;2;5;83493718000194;19;;10;10/10/2024;01/03/2024;05/02/2025;750,00;;;;;;;;;;
186;1;1;1;0;0;2;5;83026781000110;16;;10;10/10/2024;01/04/2024;27/03/2025;524,85;;;;;;;;;;
188;1;1;1;0;0;2;5;78486198000152;16;;10;10/10/2024;01/07/2024;12/06/2025;493,67;;;;;;;;;;
189;1;1;1;0;0;2;5;77937936000178;19;;10;10/10/2024;01/03/2024;01/02/2025;830,00;;;;;;;;;;
190;1;1;1;0;0;2;5;17613635000167;17;;10;10/10/2024;01/01/2024;01/12/2024;1950,00;;;;;;;;;;
191;1;1;1;0;0;2;5;17771775004150;17;;10;10/10/2024;01/01/2024;01/12/2024;850,00;;;;;;;;;;
192;1;1;1;0;0;2;5;81588873003184;17;;10;10/10/2024;01/01/2024;01/12/2024;850,00;;;;;;;;;;
193;1;1;1;0;0;2;5;80912009000108;16;;10;10/10/2024;01/03/2024;08/02/2025;475,00;;;;;;;;;;
194;1;1;1;0;0;2;5;80674252000135;19;;10;10/10/2024;01/04/2024;09/03/2025;915,28;;;;;;;;;;
195;1;1;1;0;0;2;5;17930934000206;17;;10;10/10/2024;01/01/2024;01/01/2025;950,00;;;;;;;;;;
196;1;1;1;0;0;2;5;01507331000185;19;;10;10/10/2024;01/03/2024;29/03/2025;853,39;;;;;;;;;;
197;1;1;1;0;0;2;5;88732383000133;19;;10;10/10/2024;01/02/2024;04/02/2025;718,61;;;;;;;;;;
198;1;1;1;0;0;2;5;83539684000121;19;;10;10/10/2024;01/02/2024;15/02/2025;783,83;;;;;;;;;;
199;1;1;1;0;0;2;5;20216183000194;19;;10;10/10/2024;01/02/2024;28/02/2025;748,44;;;;;;;;;;
200;1;1;1;0;0;2;5;29937145000103;19;;10;10/10/2024;01/04/2024;01/04/2025;751,25;;;;;;;;;;
201;1;1;1;0;0;2;5;00371279000110;19;;10;10/10/2024;01/02/2024;08/02/2025;899,22;;;;;;;;;;
202;1;1;1;0;0;2;5;00599755000154;19;;10;10/10/2024;01/02/2024;14/02/2025;838,14;;;;;;;;;;
203;1;1;1;0;0;2;5;77774537000133;19;;10;10/10/2024;01/02/2024;28/02/2025;899,22;;;;;;;;;;
204;1;1;1;0;0;2;5;76716109000191;19;;10;10/10/2024;01/02/2024;16/02/2025;899,17;;;;;;;;;;
205;1;1;1;0;0;2;5;03293547000110;19;;10;10/10/2024;01/02/2024;14/02/2025;793,43;;;;;;;;;;
206;1;1;1;0;0;2;5;01613112000180;19;;10;10/10/2024;01/02/2024;17/02/2025;899,22;;;;;;;;;;
207;1;1;1;0;0;2;5;01615659000115;19;;10;10/10/2024;01/02/2024;15/02/2025;899,22;;;;;;;;;;
208;1;1;1;0;0;2;5;02981545000151;19;;10;10/10/2024;01/04/2024;10/04/2025;878,90;;;;;;;;;;
209;1;1;1;0;0;2;5;78484995000109;19;;10;10/10/2024;01/04/2024;01/04/2025;888,25;;;;;;;;;;
211;1;1;1;0;0;2;5;01014097000154;17;;10;10/10/2024;01/01/2024;01/01/2025;850,00;;;;;;;;;;
212;1;1;1;0;0;2;5;89986400002094;17;;10;10/10/2024;01/01/2024;01/01/2025;850,00;;;;;;;;;;
213;1;1;1;0;0;2;5;77778611000190;19;;10;10/10/2024;01/02/2024;01/02/2025;899,22;;;;;;;;;;
215;1;1;1;0;0;2;5;77778678000124;19;;10;10/10/2024;01/02/2024;01/02/2025;889,78;;;;;;;;;;
216;1;1;1;0;0;2;5;53329421002332;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
217;1;1;1;0;0;2;5;17930934001873;17;;10;10/10/2024;01/01/2024;01/02/2025;900,00;;;;;;;;;;
219;1;1;1;0;0;2;5;01615560000113;19;;10;10/10/2024;01/02/2024;31/03/2025;888,34;;;;;;;;;;
221;1;1;1;0;0;2;5;81878738000158;19;;10;10/10/2024;01/02/2024;23/03/2025;888,34;;;;;;;;;;
222;1;1;1;0;0;2;5;02724569000559;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
223;1;1;1;0;0;2;5;44802999003850;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
224;1;1;1;0;0;2;5;21606025006144;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
225;1;1;1;0;0;2;5;63089825012070;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
226;1;1;1;0;0;2;5;76648500004517;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
227;1;1;1;0;0;2;5;75643148000224;17;;10;10/10/2024;01/01/2024;01/02/2025;1150,00;;;;;;;;;;
228;1;1;1;0;0;2;5;45130325002170;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
229;1;1;1;0;0;2;5;75661264000942;17;;10;10/10/2024;01/01/2024;01/02/2025;900,00;;;;;;;;;;
230;1;1;1;0;0;2;5;58259771005490;17;;10;10/10/2024;01/01/2024;01/02/2025;950,00;;;;;;;;;;
231;1;1;1;0;0;2;5;45356292001029;17;;10;10/10/2024;01/01/2024;01/02/2025;850,00;;;;;;;;;;
232;1;1;1;0;0;2;5;83932343001002;17;;10;10/10/2024;01/01/2024;01/02/2025;950,00;;;;;;;;;;
233;1;1;1;0;0;2;5;17930934002926;17;;10;10/10/2024;01/01/2024;01/03/2025;850,00;;;;;;;;;;
234;1;1;1;0;0;2;5;01620282000192;19;;10;10/10/2024;01/02/2024;04/04/2025;908,00;;;;;;;;;;
